trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
402,False,"{'a': 0.5, 'e': 0.35675903109420365}",20,14,6.037815928072757,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.3539548405552618}",20,0,16.650572109474368,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
404,False,"{'a': 0.5, 'e': 0.3511474644251443}",30,10,-6.005399575499071,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.348336927970217}",25,8,15.316489171632535,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.3455232564852894}",20,4,-42.474522765402114,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 1}",1
407,False,"{'a': 0.5, 'e': 0.3427064752933856}",20,0,-19.269924957754142,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
408,False,"{'a': 0.5, 'e': 0.3398866097455176}",30,12,11.041053071225596,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.3370636852204559}",25,13,-54.069145027183204,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
410,False,"{'a': 0.5, 'e': 0.3342377271245026}",30,2,-40.60864964328639,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 1}",1
411,False,"{'a': 0.5, 'e': 0.3314087608912611}",25,15,18.73263450133841,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.3285768119814088}",25,0,-13.289112114078158,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
413,False,"{'a': 0.5, 'e': 0.3257419058824663}",25,20,11.754544060722196,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.3229040681085699}",25,15,4.068869600539866,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.32006332420023986}",20,12,4.39218697593717,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.3172196997241527}",25,15,5.1040525919621365,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.31437322027290904}",25,0,9.091264626761674,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
418,False,"{'a': 0.5, 'e': 0.3115239114648051}",20,14,5.8971493618751145,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.3086717989436006}",20,0,-5.123813499365012,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
420,False,"{'a': 0.5, 'e': 0.30581690837828934}",25,12,12.179267972547285,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.3029592654628667}",25,18,10.678829121588551,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.3000988959161001}",25,2,15.17044493496347,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.29723582548129573}",30,12,25.328923094907434,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.29437007992606856}",20,3,29.277462726822208,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.2915016850421088}",25,15,-14.313255425914988,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.2886306666449516}",25,10,-24.137245565049263,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
427,False,"{'a': 0.5, 'e': 0.2857570505737428}",25,15,21.105225409936242,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.2828808626910075}",30,9,-41.81474687747577,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 1}",1
429,False,"{'a': 0.5, 'e': 0.2800021288824176}",30,0,-10.582317692969587,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
430,False,"{'a': 0.5, 'e': 0.2771208750565576}",20,14,7.400756160470918,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.27423712714469284}",30,5,-14.646328078301966,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.2713509111005347}",25,12,12.523503902620641,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.26846225290000847}",20,8,-21.660053085091356,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.265571178541018}",20,4,5.157482534606504,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.26267771404321355}",20,14,-1.6717937594413668,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.25978188544775555}",20,9,18.167964671606335,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.2568837188170823}",20,10,-1.6599246593282113,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.2539832402346734}",20,11,14.987216959606213,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.25108047580481696}",25,15,6.258876915933882,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.2481754516523729}",20,8,-1.024967351403903,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.24526819392253935}",35,21,14.591532795229138,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.24235872878061585}",35,17,1.0675360821310398,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.23944708241176946}",20,12,9.537593853418365,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.2365332810207974}",35,24,-3.53160118275828,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.233617350831893}",20,0,19.996758718226378,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
446,False,"{'a': 0.5, 'e': 0.2306993180884078}",25,10,-38.99268909244219,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
447,False,"{'a': 0.5, 'e': 0.22777920905261723}",20,8,20.30712153188666,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.22485705000548248}",20,2,33.932859680001336,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.22193286724641567}",25,17,14.173604153798237,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.2190066870930415}",20,0,4.3497069503867625,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
451,False,"{'a': 0.5, 'e': 0.21607853588096199}",25,4,28.074766217025488,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.21314843996351787}",25,1,29.18678030490946,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.21021642571155302}",20,0,-18.313123323059397,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
454,False,"{'a': 0.5, 'e': 0.20728251951317556}",30,13,21.316194721655535,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.20434674777352183}",20,15,-4.327835299748787,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.20140913691451723}",20,11,3.499289323307711,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.19846971337464017}",25,6,-39.49952336247985,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 1}",1
458,False,"{'a': 0.5, 'e': 0.19552850360868218}",20,9,8.598095078599153,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.19258553408751175}",20,9,18.062098382345983,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.18964083129783424}",20,10,21.99559634396935,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.18669442174195539}",20,3,14.181231059401453,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.18374633193754078}",30,3,36.72410571315043,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.18079658841737928}",30,12,27.14415059570562,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.17784521772914216}",20,1,4.243706835296067,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
465,False,"{'a': 0.5, 'e': 0.17489224643514614}",25,7,32.19018799391383,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.17193770111211254}",25,13,16.023826858932736,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.1689816083509297}",20,8,20.649799478625994,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.1660239947564121}",35,6,32.69955659277849,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.16306488694706261}",20,14,10.949505852871368,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.16010431155483126}",25,9,-8.026452027884945,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.1571422952248764}",30,14,-5.181476144565911,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.15417886461532546}",30,17,19.94157013324642,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.15121404639703348}",20,6,-21.131149100191493,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
474,False,"{'a': 0.5, 'e': 0.14824786725334482}",20,10,6.169812304928271,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
475,False,"{'a': 0.5, 'e': 0.14528035387985133}",20,13,14.773569190806707,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.1423115329841538}",25,15,8.87419028887625,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.13934143128561977}",35,28,10.851797068702881,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.13637007551514496}",20,10,14.61222592373686,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.1333974924149108}",25,15,11.951527297577975,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.13042370873814554}",20,12,2.8675132741886826,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.1274487512488818}",20,13,15.958132150237788,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.12447264672171729}",25,14,19.337748166122783,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.12149542194157227}",20,3,14.552309885323215,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.11851710370345009}",30,13,-0.8648227747107047,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.11553771881219435}",20,12,13.020880843488293,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.1125572940822494}",20,10,15.768523518727893,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.10957585633741725}",20,0,-11.659280897699599,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
488,False,"{'a': 0.5, 'e': 0.10659343241061792}",20,11,14.54455565750196,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.10361004914364617}",20,6,-15.898502824808114,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
490,False,"{'a': 0.5, 'e': 0.10062573338693173}",30,9,13.759145095669936,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.0976405119992958}",20,14,10.969257007180484,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.09465441184771117}",25,7,15.46591844565848,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.09166745980705862}",30,20,16.605535285858178,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.5, 'e': 0.08867968275988677}",25,10,22.35517171083626,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.08569110759616845}",20,13,14.308290074213149,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.5, 'e': 0.0827017612130604}",20,13,14.163837180591813,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.5, 'e': 0.07971167051465945}",30,16,12.467517213721132,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
498,False,"{'a': 0.5, 'e': 0.07672086241176215}",20,16,9.045852262934986,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.5, 'e': 0.07372936382162078}",20,6,21.09255934215664,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.0707372016677029}",25,0,37.81413815086835,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
501,False,"{'a': 0.5, 'e': 0.06774440287944729}",20,13,12.898439589062946,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.06475099439202324}",20,0,27.531792030377908,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
503,False,"{'a': 0.5, 'e': 0.06175700314608652}",30,22,13.787020823876942,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.058762456087538564}",25,15,21.546410121093626,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.05576738016728224}",20,4,23.624041783048444,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.5, 'e': 0.05277180234098107}",20,0,29.642526982464684,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
507,False,"{'a': 0.5, 'e': 0.049775749568814816}",20,12,15.941259058808793,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.5, 'e': 0.04677924881523865}",25,15,18.70305879156809,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.04378232704873868}",25,15,9.077818167276575,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.040785011241591035}",30,13,20.371117439365566,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
511,False,"{'a': 0.5, 'e': 0.03778732836961728}",20,10,13.473789523594721,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.5, 'e': 0.03478930541194349}",25,17,14.308193860585305,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.03179096935075582}",30,17,27.82333265027731,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.028792347171058365}",30,0,-3.673702708890179,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
515,False,"{'a': 0.5, 'e': 0.025793465860430936}",20,9,6.398993505985598,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
516,False,"{'a': 0.5, 'e': 0.02279435240878465}",25,15,17.686236164013657,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.019795033808120765}",25,13,20.776446818904038,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.016795537052286005}",20,12,15.295062250344595,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.013795889136731364}",20,11,12.858882145958557,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.010796117058267392}",20,9,21.264374409756634,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.5, 'e': 0.007796247814822993}",30,16,25.974510259689694,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,11,13.78646694031884,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",35,15,36.48410173875917,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,9,19.741523535215208,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,13,14.262402418029433,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,11,14.052941226852518,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,13,14.787713385836032,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",35,26,18.142370259845645,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,14,12.378532285315455,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,7,20.369507429651065,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,14,11.313512997911216,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",25,13,26.839523700979047,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,3,30.753772674286886,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,6,25.345635573450423,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",25,5,36.75975027291949,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,14,13.226999454190457,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,19,15.749096221668722,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,9,25.781658422211187,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,8,22.607469591481415,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",30,16,24.818117251035467,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",25,18,12.861124073359068,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",20,13,14.796164393764801,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",20,16,8.333883112936503,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",25,13,23.20464341171032,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",20,14,10.452373231888386,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",20,14,9.755502368738284,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",30,19,18.257387130870693,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",20,16,8.53554852076832,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",35,26,15.141970938088054,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",25,12,21.788557530930643,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",30,13,31.721236524618632,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",25,16,17.092707026908826,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",20,6,26.291819530500018,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",35,21,23.48782728347205,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",20,0,33.41166148370349,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",25,9,27.41407571358169,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",25,11,28.537428784754507,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",25,17,13.58665606464162,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",25,15,14.347192252107481,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",20,10,19.45995738907521,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",30,18,22.424591322726638,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
